Geneid	all_features_anno	WT1	WT2	WT3	WT4	KO1	KO2	KO3	KO4
ENSMUSG00000056553	Ptprn2	0	0	0	0	0	0	0	0
ENSMUSG00000101236	NA	4	8	4	3	4	7	7	20
ENSMUSG00000101814	NA	0	0	1	0	0	0	0	0
ENSMUSG00000113795	NA	0	0	0	0	0	0	0	0
ENSMUSG00000099907	Gm10421	0	0	0	0	0	0	0	0
ENSMUSG00000101930	Gm5441	0	0	0	0	0	0	0	0
ENSMUSG00000065538	Mir153	0	0	0	0	0	0	0	0
ENSMUSG00000041992	Rapgef5	24	0	2	0	0	17	2	0
ENSMUSG00000089482	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113575	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113840	Gm18955	0	0	0	0	0	0	0	0
ENSMUSG00000021175	Cdca7l	572	509	736	264	722	323	449	1021
ENSMUSG00000093544	NA	0	0	0	0	0	0	0	0
ENSMUSG00000018581	Dnah11	1	2	0	21	92	0	0	0
ENSMUSG00000113831	NA	68	0	0	0	0	0	73	62
ENSMUSG00000025323	Sp4	0	0	154	26	50	22	45	5
ENSMUSG00000065348	Gm25577	0	0	0	0	0	0	0	0
ENSMUSG00000113875	D230030E09Rik	0	0	0	0	0	0	0	0
ENSMUSG00000114034	Gm9267	16	21	3	11	14	5	26	23
ENSMUSG00000113546	NA	0	0	0	0	0	0	1	2
ENSMUSG00000088797	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113633	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113169	Gm6171	0	0	0	0	0	0	0	0
ENSMUSG00000048562	Sp8	0	0	0	0	0	0	0	0
ENSMUSG00000072791	Abcb5	0	0	0	0	0	0	0	0
ENSMUSG00000114030	NA	0	0	0	0	0	0	0	0
ENSMUSG00000025321	Itgb8	0	0	0	0	0	0	0	0
ENSMUSG00000021908	NA	6	0	18	1	0	0	3	7
ENSMUSG00000041886	Macc1	0	0	0	0	0	0	0	0
ENSMUSG00000113192	Gm18032	3	0	3	4	0	0	0	6
ENSMUSG00000114186	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113091	NA	0	0	0	0	0	0	0	0
ENSMUSG00000114137	NA	0	0	0	0	0	0	0	0
ENSMUSG00000112946	Gm9280	0	0	0	0	1	0	1	0
ENSMUSG00000113460	NA	0	0	0	0	0	0	0	0
ENSMUSG00000092720	NA	0	0	0	0	0	0	0	0
ENSMUSG00000048004	Tmem196	0	0	0	0	0	0	0	0
ENSMUSG00000098707	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113740	Gm8598	0	0	0	0	0	0	0	0
ENSMUSG00000113763	NA	0	0	0	0	0	0	0	0
ENSMUSG00000091834	Gm17177	0	0	0	0	0	0	0	0
ENSMUSG00000113784	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113920	Gm18783	0	0	0	0	0	0	0	0
ENSMUSG00000113560	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113651	Gm4900	0	0	5	1	1	0	0	4
ENSMUSG00000112973	NA	0	0	0	0	0	0	0	0
ENSMUSG00000091304	Speer6-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000113271	NA	0	0	0	0	0	0	0	0
ENSMUSG00000114003	Gm9616	202	325	253	164	307	126	411	440
ENSMUSG00000112968	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113636	Gm8616	5	1	0	0	0	0	0	0
ENSMUSG00000096107	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113534	Gm19163	0	0	0	0	0	0	0	0
ENSMUSG00000097709	2810429I04Rik	0	0	0	1	0	0	0	0
ENSMUSG00000021218	Gdi2	836	362	682	865	963	702	880	1749
ENSMUSG00000113894	NA	0	0	2	6	0	6	0	0
ENSMUSG00000033799	Tasor2	1	68	73	4	99	56	126	302
ENSMUSG00000033781	Asb13	17	659	6	128	0	11	24	213
ENSMUSG00000088475	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113759	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113259	NA	0	0	0	0	0	0	0	0
ENSMUSG00000063130	Calml3	0	0	0	0	0	0	0	0
ENSMUSG00000114091	NA	0	0	0	0	0	0	0	0
ENSMUSG00000033765	Calm4	0	0	0	0	0	0	0	0
ENSMUSG00000099269	Calm5	1	0	0	0	0	0	0	0
ENSMUSG00000021215	Net1	64	2	173	467	730	103	159	462
ENSMUSG00000113128	NA	0	0	0	0	0	23	0	0
ENSMUSG00000021216	Tubal3	0	0	0	0	0	0	0	0
ENSMUSG00000044988	Ucn3	0	0	0	0	0	0	0	0
ENSMUSG00000093010	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113667	NA	0	0	0	0	0	0	0	0
ENSMUSG00000110055	NA	0	0	0	0	0	0	0	0
ENSMUSG00000033715	Akr1c14	0	0	0	0	0	0	0	0
ENSMUSG00000113788	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113517	NA	0	0	0	0	0	0	0	0
ENSMUSG00000021214	Akr1c18	0	0	0	0	0	0	0	0
ENSMUSG00000113744	NA	0	0	0	0	0	0	0	0
ENSMUSG00000112986	Gm2123	0	0	0	0	0	0	0	0
ENSMUSG00000021213	Akr1c13	237	5	160	61	555	70	634	141
ENSMUSG00000071551	Akr1c19	0	0	0	0	0	0	0	27
ENSMUSG00000086265	NA	0	0	0	0	0	0	0	0
ENSMUSG00000021211	Akr1c12	6	0	1	0	9	1	14	4
ENSMUSG00000113175	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113004	NA	0	0	0	0	0	0	0	0
ENSMUSG00000021210	Akr1c6	0	0	0	0	0	0	0	0
ENSMUSG00000113214	NA	0	0	0	0	0	0	0	0
ENSMUSG00000054757	Akr1c20	0	0	0	0	0	0	0	0
ENSMUSG00000021207	Akr1c21	0	0	0	0	0	0	0	0
ENSMUSG00000045410	Akr1e1	369	333	641	162	1013	67	190	741
ENSMUSG00000094772	NA	0	1	0	0	0	1	2	0
ENSMUSG00000113717	NA	0	0	0	0	0	0	0	0
ENSMUSG00000053499	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113866	NA	0	0	6	0	0	0	0	0
ENSMUSG00000077473	Gm24790	0	0	0	0	0	0	0	0
ENSMUSG00000113668	NA	0	4	3	0	2	0	2	0
ENSMUSG00000114098	NA	0	0	0	0	0	0	0	0
ENSMUSG00000114053	NA	0	0	0	0	0	0	0	0
ENSMUSG00000080562	NA	0	0	0	0	0	0	0	0
ENSMUSG00000100625	1700016G22Rik	0	0	0	0	0	0	0	0
ENSMUSG00000000078	Klf6	103	223	281	346	214	122	215	143
ENSMUSG00000113757	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113017	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077971	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113054	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113483	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113765	NA	0	0	0	0	0	0	0	0
ENSMUSG00000114097	Gm35615	0	0	0	0	0	0	0	0
ENSMUSG00000101540	NA	0	0	0	0	0	0	0	0
ENSMUSG00000114195	NA	0	0	0	0	0	0	0	0
ENSMUSG00000021193	Pitrm1	275	692	1356	469	768	378	537	1190
ENSMUSG00000021196	Pfkp	279	28	430	175	196	99	220	110
ENSMUSG00000068324	NA	5	2	4	4	11	3	5	8
ENSMUSG00000113545	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113932	NA	0	0	0	0	0	0	0	0
ENSMUSG00000114017	NA	0	0	0	0	0	0	0	0
ENSMUSG00000076407	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113241	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113112	Gm8725	0	0	0	0	0	0	0	0
ENSMUSG00000113225	NA	0	0	0	0	0	0	0	0
ENSMUSG00000112939	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113828	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113316	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113508	NA	1	0	0	0	2	0	3	1
ENSMUSG00000113412	NA	0	1	1	1	1	0	0	1
ENSMUSG00000114126	NA	0	0	0	0	0	0	0	0
ENSMUSG00000052551	Adarb2	0	0	0	0	0	0	1	0
ENSMUSG00000113810	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113073	NA	0	0	0	0	0	0	0	0
ENSMUSG00000072421	NA	7	5	6	6	10	1	9	25
ENSMUSG00000113978	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113742	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113391	NA	0	0	0	0	0	0	0	0
ENSMUSG00000021147	Wdr37	68	1	63	29	142	46	9	62
ENSMUSG00000114094	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113589	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113245	NA	0	0	0	0	0	0	0	0
ENSMUSG00000058258	Idi1	2	0	61	21	65	17	79	29
ENSMUSG00000076030	NA	0	0	0	0	0	0	0	0
ENSMUSG00000061988	Rpl10a-ps2	0	0	0	0	0	1	0	0
ENSMUSG00000021148	Gm9745	0	0	0	0	0	0	0	0
ENSMUSG00000077484	Gm25274	0	0	0	0	0	0	0	0
ENSMUSG00000096771	Gm22115	0	0	0	0	0	0	0	0
ENSMUSG00000033520	Idi2	0	0	0	0	0	0	0	0
ENSMUSG00000095414	Gm23923	0	0	0	0	0	0	0	0
ENSMUSG00000021149	Gtpbp4	198	7	571	329	786	187	740	1157
ENSMUSG00000113466	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113731	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113543	NA	0	0	0	0	0	0	0	0
ENSMUSG00000033499	Larp4b	196	272	250	158	775	236	552	545
ENSMUSG00000088442	NA	0	0	0	0	0	0	0	0
ENSMUSG00000099428	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113936	Gm8784	0	0	0	0	1	0	0	1
ENSMUSG00000113455	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113755	NA	2	0	1	1	3	1	2	3
ENSMUSG00000048264	Dip2c	5	0	0	33	1	8	7	19
ENSMUSG00000113922	NA	0	0	0	0	0	0	24	1
ENSMUSG00000113984	NA	1	12	0	0	1	0	0	0
ENSMUSG00000113065	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113869	NA	0	0	0	8	0	0	0	0
ENSMUSG00000112955	NA	0	0	0	0	0	0	0	0
ENSMUSG00000112948	NA	0	0	41	0	1	0	0	0
ENSMUSG00000113905	NA	0	0	0	0	0	2	0	0
ENSMUSG00000088366	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113355	NA	0	0	0	0	0	0	0	0
ENSMUSG00000114138	NA	0	0	0	0	0	0	4	30
ENSMUSG00000021156	Zmynd11	132	64	349	66	174	79	168	331
ENSMUSG00000113885	NA	30	0	0	0	0	0	0	0
ENSMUSG00000113650	NA	21	2	87	1	78	65	2	52
ENSMUSG00000113754	NA	0	0	0	0	0	0	0	0
ENSMUSG00000088609	NA	0	0	0	1	0	0	4	1
ENSMUSG00000046159	Chrm3	0	8	0	0	0	2	0	1
ENSMUSG00000113146	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113502	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113680	NA	0	0	0	22	0	0	0	0
ENSMUSG00000113695	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113261	NA	0	0	0	0	0	0	0	0
ENSMUSG00000097009	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113758	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113243	NA	0	0	0	0	0	0	0	0
ENSMUSG00000093260	NA	0	0	0	0	0	0	0	0
ENSMUSG00000114134	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113673	NA	0	0	0	0	0	0	0	0
ENSMUSG00000077618	Gm25496	0	0	0	0	0	0	0	0
ENSMUSG00000113593	Zp4-ps	0	0	0	0	0	0	0	0
ENSMUSG00000113799	NA	0	0	0	0	0	0	0	0
ENSMUSG00000021313	Ryr2	0	0	0	0	0	0	0	0
ENSMUSG00000113269	NA	0	0	0	0	0	0	0	0
ENSMUSG00000098110	NA	0	2	0	0	0	0	0	0
ENSMUSG00000112947	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113347	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113848	Gm16419	0	0	0	0	0	0	0	0
ENSMUSG00000113789	NA	0	0	0	0	0	0	0	0
ENSMUSG00000021311	Mtr	275	64	48	124	204	8	99	436
ENSMUSG00000113036	NA	28	60	41	58	34	18	49	108
ENSMUSG00000052374	Actn2	0	0	0	2	0	0	0	0
ENSMUSG00000094185	Gm5445	1	2	1	0	2	0	1	0
ENSMUSG00000050244	Heatr1	182	4	130	552	150	291	184	307
ENSMUSG00000113931	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057554	Lgals8	55	38	202	63	618	93	87	91
ENSMUSG00000095105	Edaradd	0	0	2	52	96	108	7	40
ENSMUSG00000114115	NA	0	0	0	0	0	0	0	0
ENSMUSG00000057069	Ero1b	4	0	79	102	3	58	135	1
ENSMUSG00000065158	Gm25483	0	0	0	0	0	0	0	0
ENSMUSG00000097715	NA	68	208	49	80	0	19	62	231
ENSMUSG00000088112	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113021	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113308	NA	1	0	1	0	0	1	5	2
ENSMUSG00000113996	NA	0	0	2	2	3	2	6	15
ENSMUSG00000113148	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113914	NA	0	0	0	0	0	0	0	1
ENSMUSG00000078141	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113448	Gm7042	2	1	1	3	3	0	5	2
ENSMUSG00000056457	Prl2c3	0	0	0	0	0	0	0	0
ENSMUSG00000113053	Gm18262	0	0	0	0	0	0	0	0
ENSMUSG00000113117	Gm2544	0	0	0	0	0	0	0	0
ENSMUSG00000113353	Gm18878	0	0	0	0	0	0	0	0
ENSMUSG00000113256	NA	0	0	0	0	0	0	0	0
ENSMUSG00000079092	Prl2c2	0	0	0	0	0	0	0	0
ENSMUSG00000113049	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113150	Gm18263	0	0	0	0	0	0	0	0
ENSMUSG00000113567	Gm32300	0	0	0	0	0	0	0	0
ENSMUSG00000113624	Gm18879	0	0	0	0	0	0	0	0
ENSMUSG00000113319	Gm9628	0	0	0	0	0	0	0	0
ENSMUSG00000113675	Gm18259	0	0	0	0	0	0	0	0
ENSMUSG00000113908	NA	0	0	0	0	0	0	0	0
ENSMUSG00000055360	Prl2c5	0	0	0	0	0	0	0	0
ENSMUSG00000113221	Gm18880	0	0	0	0	0	0	0	0
ENSMUSG00000113371	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113729	NA	0	0	0	0	0	0	0	0
ENSMUSG00000061724	NA	6	2	7	6	8	5	4	14
ENSMUSG00000114152	NA	0	1	0	5	1	0	0	1
ENSMUSG00000112938	NA	0	0	0	0	0	0	0	0
ENSMUSG00000096198	Gm26133	0	0	0	0	0	0	0	0
ENSMUSG00000113027	NA	0	0	0	0	0	0	0	0
ENSMUSG00000110123	NA	0	0	0	0	0	0	0	0
ENSMUSG00000084734	LOC115488269	0	0	0	0	0	0	0	0
ENSMUSG00000021306	Gpr137b	5	12	62	2	0	0	4	4
ENSMUSG00000088470	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113445	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113444	NA	0	0	0	0	0	0	0	0
ENSMUSG00000094865	NA	0	0	0	0	0	0	0	0
ENSMUSG00000005397	Nid1	0	0	0	0	0	0	0	0
ENSMUSG00000113380	NA	0	0	0	0	0	0	0	0
ENSMUSG00000114068	NA	0	0	0	0	0	0	0	0
ENSMUSG00000019726	Lyst	0	24	68	14	89	22	2	32
ENSMUSG00000021303	Gng4	0	0	0	0	0	0	0	0
ENSMUSG00000087898	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113493	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113811	NA	2	0	1	4	0	0	3	6
ENSMUSG00000113258	Gm7446	0	0	0	0	0	0	0	1
ENSMUSG00000114087	Gm7046	0	0	0	0	0	0	0	0
ENSMUSG00000113310	NA	0	0	0	0	0	28	28	0
ENSMUSG00000039242	B3galnt2	4	3	565	150	557	58	32	673
ENSMUSG00000096192	NA	0	0	0	0	0	0	0	0
ENSMUSG00000039233	Tbce	263	182	325	294	189	166	235	158
ENSMUSG00000113819	NA	0	0	0	0	0	0	0	0
ENSMUSG00000021302	Ggps1	58	582	204	170	42	83	207	315
ENSMUSG00000039219	Arid4b	411	266	790	198	266	206	152	511
ENSMUSG00000064653	Gm26129	0	18	0	0	0	0	0	5
ENSMUSG00000077802	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113775	NA	1	0	0	20	0	0	29	2
ENSMUSG00000113563	Gm2492	0	0	0	0	0	0	0	0
ENSMUSG00000021301	Hecw1	0	0	0	0	0	0	0	0
ENSMUSG00000113981	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113654	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113345	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113627	Gm32526	0	1	1	0	0	0	0	0
ENSMUSG00000015672	Mrpl32	290	613	412	166	645	140	312	757
ENSMUSG00000015671	Psma2	961	498	2735	1266	4185	1189	2253	4717
ENSMUSG00000089624	NA	0	0	0	0	0	0	0	0
ENSMUSG00000039182	AW209491	268	133	319	143	263	62	46	239
ENSMUSG00000113686	NA	0	0	0	0	0	0	0	0
ENSMUSG00000114176	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113240	NA	12	20	22	19	15	7	20	35
ENSMUSG00000113389	NA	57	96	63	47	72	30	77	115
ENSMUSG00000113410	Gm20043	0	0	0	0	0	0	0	0
ENSMUSG00000097806	NA	0	0	0	0	0	0	0	0
ENSMUSG00000097684	NA	0	0	0	0	0	0	0	0
ENSMUSG00000021318	Gli3	0	0	0	0	0	0	0	0
ENSMUSG00000113191	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113309	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113960	4933412O06Rik	0	0	0	0	0	0	0	0
ENSMUSG00000113338	A530046M15Rik	0	0	0	0	0	0	0	0
ENSMUSG00000113701	B230303A05Rik	0	0	0	0	0	0	0	0
ENSMUSG00000113290	NA	0	0	0	0	0	0	0	0
ENSMUSG00000114057	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113080	NA	0	0	0	0	0	0	0	0
ENSMUSG00000041324	Inhba	4	5	0	0	2	0	20	1
ENSMUSG00000113224	NA	0	0	0	0	0	0	0	0
ENSMUSG00000095584	Gm22628	0	0	0	0	0	0	0	0
ENSMUSG00000113715	Gm6562	0	0	0	0	0	0	0	0
ENSMUSG00000112962	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113038	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113322	NA	0	0	0	0	0	0	0	1
ENSMUSG00000113924	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113232	NA	0	0	0	0	0	0	0	0
ENSMUSG00000112969	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113972	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113862	Gm7537	0	0	0	0	0	0	0	0
ENSMUSG00000055137	Sugct	0	139	42	41	21	26	43	162
ENSMUSG00000087872	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113851	NA	0	0	0	0	0	0	0	0
ENSMUSG00000114114	NA	0	0	0	0	0	0	0	0
ENSMUSG00000098218	NA	0	0	0	0	0	0	0	0
ENSMUSG00000094754	Gm25020	0	0	0	0	0	0	0	0
ENSMUSG00000113024	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113219	Gm17890	0	0	0	0	0	0	0	0
ENSMUSG00000113889	NA	0	0	0	0	0	0	2	0
ENSMUSG00000094665	Gm24873	0	0	0	0	0	0	0	0
ENSMUSG00000012429	Mplkip	2	0	68	51	256	68	56	83
ENSMUSG00000113045	NA	0	0	44	0	0	0	0	0
ENSMUSG00000041297	Cdk13	104	84	8	22	50	93	15	111
ENSMUSG00000113432	NA	0	0	0	0	11	0	0	0
ENSMUSG00000080574	Mir466i	0	0	0	0	3	0	0	0
ENSMUSG00000113140	NA	0	0	0	0	0	0	0	0
ENSMUSG00000095025	Gm24018	0	0	0	0	0	0	0	0
ENSMUSG00000081285	Gm18859	0	0	0	0	0	0	0	0
ENSMUSG00000008859	Rala	113	228	92	55	351	112	228	448
ENSMUSG00000114177	Gm18362	0	0	0	0	0	0	0	0
ENSMUSG00000113100	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113528	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113750	Gm5628	8	0	1	3	1	0	2	6
ENSMUSG00000113688	NA	0	0	0	0	0	0	0	0
ENSMUSG00000114077	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113030	NA	0	0	0	0	0	0	0	0
ENSMUSG00000075054	Yae1d1	73	2	665	69	77	44	111	186
ENSMUSG00000113847	NA	0	0	0	0	0	0	0	0
ENSMUSG00000075053	NA	21	25	27	17	22	24	17	46
ENSMUSG00000113496	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113470	4930448F12Rik	0	0	0	0	0	0	0	0
ENSMUSG00000113893	NA	0	0	0	0	0	0	0	0
ENSMUSG00000009734	Pou6f2	0	0	0	0	0	0	0	0
ENSMUSG00000114118	NA	0	0	0	0	0	0	0	0
ENSMUSG00000041236	Vps41	199	219	549	170	357	161	881	301
ENSMUSG00000089046	Gm26172	0	0	0	0	0	0	0	0
ENSMUSG00000021314	Amph	0	0	0	0	0	0	1	0
ENSMUSG00000113576	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113993	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113028	Gm18065	0	0	0	0	0	0	0	0
ENSMUSG00000114080	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113378	NA	0	0	0	0	0	0	0	0
ENSMUSG00000105715	NA	0	0	0	0	0	0	0	0
ENSMUSG00000076744	Trgv7	0	0	0	0	0	0	0	0
ENSMUSG00000076745	Trgv4	0	0	0	0	0	0	0	0
ENSMUSG00000076746	Trgv6	0	0	0	0	0	0	0	0
ENSMUSG00000076747	Trgv5	0	0	0	0	0	0	0	0
ENSMUSG00000104962	Trgj1	0	0	0	0	0	0	0	0
ENSMUSG00000076749	Trgc1	0	0	0	1	0	0	0	0
ENSMUSG00000076750	Trgv3	0	0	0	0	0	0	0	0
ENSMUSG00000104630	Trgj3	0	0	0	0	0	0	0	0
ENSMUSG00000091682	Trgc3	0	0	0	0	0	0	0	1
ENSMUSG00000076752	Trgc2	0	0	0	0	0	0	0	62
ENSMUSG00000105830	Trgj2	0	0	0	0	0	0	0	0
ENSMUSG00000076754	Trgv2	0	0	0	0	0	0	1	36
ENSMUSG00000076755	Trgv1	0	0	0	0	0	0	0	0
ENSMUSG00000098799	Trgj4	0	0	0	1	0	0	2	24
ENSMUSG00000076757	Trgc4	2	434	1	1	0	0	13	229
ENSMUSG00000003062	Stard3nl	130	425	781	57	468	165	253	121
ENSMUSG00000105848	NA	0	0	0	0	0	0	0	0
ENSMUSG00000104959	Gm18131	0	0	0	0	0	0	0	0
ENSMUSG00000114189	9330199G10Rik	0	0	0	0	0	0	0	0
ENSMUSG00000113251	Gm18363	0	0	0	0	0	0	0	0
ENSMUSG00000002808	Epdr1	245	5	461	199	789	337	329	604
ENSMUSG00000021319	Sfrp4	0	0	0	0	0	0	83	16
ENSMUSG00000041138	Nme8	0	0	0	0	0	0	0	0
ENSMUSG00000114009	NA	0	0	0	0	0	0	0	0
ENSMUSG00000047462	Gpr141b	0	1	0	0	0	0	0	0
ENSMUSG00000053101	Gpr141	0	0	0	0	0	0	0	55
ENSMUSG00000113542	Gm19154	0	0	0	0	0	0	0	0
ENSMUSG00000050243	NA	5	2	11	6	4	5	7	9
ENSMUSG00000041112	Elmo1	1194	1575	1810	852	451	493	719	1795
ENSMUSG00000113649	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113313	NA	92	526	446	183	45	171	186	440
ENSMUSG00000113183	NA	0	32	0	19	0	0	0	1
ENSMUSG00000113557	NA	77	1	0	0	0	0	1	3
ENSMUSG00000113130	NA	0	0	0	0	0	0	0	0
ENSMUSG00000097951	NA	0	0	0	0	0	0	0	0
ENSMUSG00000113168	Gm7614	51	19	37	32	70	39	72	100
ENSMUSG00000021322	Aoah	0	0	0	0	66	0	1	2
ENSMUSG00000114070	NA	0	0	0	0	0	0	0	0
ENSMUSG00000088989	NA	0	0	0	0	0	0	0	0
ENSMUSG00000042869	Olfr1370	0	0	0	0	0	0	0	0
ENSMUSG00000060404	NA	0	0	0	0	0	0	0	0
ENSMUSG00000071522	Olfr263	0	0	0	0	0	0	0	0
ENSMUSG00000045474	Olfr1368	0	0	0	0	0	0	0	0
ENSMUSG00000113104	NA	0	0	0	0	0	0	0	0
ENSMUSG00000021326	Trim27	811	468	395	235	1910	737	948	1012
ENSMUSG00000004344	Gpx5	0	0	0	0	0	0	0	0
ENSMUSG00000084414	NA	0	0	0	0	0	0	0	0
ENSMUSG00000004341	Gpx6	0	0	0	0	0	0	0	0
ENSMUSG00000045508	Olfr1367	0	0	0	0	0	0	0	0
ENSMUSG00000118616	NA	0	0	0	0	0	0	0	0
ENSMUSG00000036721	Zscan12	1	487	29	24	114	39	106	103
ENSMUSG00000081191	NA	0	0	0	0	0	0	0	0
ENSMUSG00000021327	Zkscan3	80	181	296	114	90	286	305	390
ENSMUSG00000098790	Mir6942	0	0	0	0	0	4	0	0
ENSMUSG00000118467	NA	0	0	0	0	0	0	0	0
ENSMUSG00000055313	Pgbd1	0	1	0	0	0	0	0	0
ENSMUSG00000085788	NA	0	0	0	0	0	0	0	0
ENSMUSG00000022228	Zscan26	516	842	1598	523	989	703	1441	1641
ENSMUSG00000084590	Mir1896	0	0	0	0	0	0	0	0
ENSMUSG00000059395	Nkapl	0	1	0	0	0	0	2	43
ENSMUSG00000114702	NA	0	0	0	0	0	0	0	0
ENSMUSG00000054931	Zkscan4	12	0	0	0	0	1	0	6
ENSMUSG00000088563	Gm23779	0	0	0	0	0	0	0	0
ENSMUSG00000078139	AK157302	57	50	47	31	75	14	73	118
ENSMUSG00000079941	NA	130	72	131	104	275	74	200	312
ENSMUSG00000082396	NA	0	0	0	0	0	0	0	0
ENSMUSG00000063894	Zkscan8	32	232	199	27	1	60	26	60
ENSMUSG00000048996	Olfr1366	0	0	0	0	0	0	0	0
ENSMUSG00000054890	Olfr1535	0	0	0	0	0	0	0	0
ENSMUSG00000046016	Olfr1364	0	0	0	0	0	0	0	0
ENSMUSG00000051258	Olfr1362	0	0	0	0	0	0	0	0
ENSMUSG00000036658	Olfr11	0	0	0	0	0	0	0	0
ENSMUSG00000049737	Olfr1361	0	0	0	0	0	0	0	0
ENSMUSG00000108534	Olfr1360	0	0	0	0	0	0	0	0
ENSMUSG00000108674	Olfr1359	0	0	0	0	0	0	0	0
ENSMUSG00000094338	H2bc13	0	0	0	0	0	0	0	0
ENSMUSG00000071516	H2ac13	0	0	11	0	14	4	1	0
ENSMUSG00000105014	NA	0	0	0	0	0	0	0	0
ENSMUSG00000101355	H3c10	0	0	0	4	0	0	0	0
ENSMUSG00000105238	NA	0	0	0	0	0	0	0	3
ENSMUSG00000080076	H2ac14	0	0	0	0	0	0	0	14
ENSMUSG00000114279	H2bc14	0	0	0	0	50	1	1	13
ENSMUSG00000067455	H4c11	0	0	0	0	0	0	0	1
ENSMUSG00000064288	H4c12	0	0	0	0	0	0	0	0
ENSMUSG00000063021	H2ac15	0	0	30	2	0	4	5	4
ENSMUSG00000105580	NA	0	0	0	0	0	0	0	0
